pubDate,title,description
2025-12-14 16:10:00,"울진군,'기후위기 시대'미래 농업정책 방향 모색",▲ 울진군농업기술센터는 새해농업인실용교육 '기후변화·정밀농업 특강'을 진행했다. 울진군 제공 울진군은 최근 농업기술센터 대회의실에서 열린 새해농업인실용교육 '기후변화·정밀농업 특강'을 진행했다. 지역... 
2025-12-14 16:07:00,"국민연금공단·더파티·사회복지협의회, 사랑의 김장나눔",이날 행사는 기후 변화와 치솟는 인건비에 따라 올 겨울 배추 가격과 김장 비용이 크게 높아져 취약계층의 겨울나기가 더욱 어려워졌다는 소식을 듣고 공단이 직접 나선 것이다. 특히 이번 행사에는 국민연금공단 부산... 
2025-12-14 16:04:00,"대구 농식품, 싱가포르 사로잡다⋯‘군위 황금배’ 현지서 호평","특히 기후변화와 재배면적 감소로 수출에 어려움을 겪고 있는 군위 황금배와, 대구농수산물유통관리공사가 공급한 고품질 달성양파를 주요 품목으로 선정해 지역 농산물의 수출 확대 가능성을 모색했다. 도매시장과... "
2025-12-14 16:02:00,"정경은 대구 수성구의원, 전국 지방의회 친환경 최우수의원상 수상","이번 평가는 의정활동의 성실성과 심층도, 지속가능성, 정책 실현 가능성 및 지역 기여도 등을 종합적으로 반영해 진행됐으며, 물·대기·폐기물·기후변화 등 전통적인 환경 분야는 물론 에너지, 안전, 건강, 조경 등 확장된... "
2025-12-14 16:01:00,"[사설] 반도체, 전기료에 발목잡혀선 안돼","발전원료 연동제니, 기후변화대응 부담금 같은 어떤 변동 요인을 갖다 붙여도 지불 전기요금이 사용량에 비해 이런 비율로 늘어날 순 없는 일이다. 더구나 글로벌 반도체 주도권을 놓고 직접 경쟁해야하는 미국이나 중국에... "
2025-12-14 16:01:00,[ESG칼럼] 기후테크산업 생태계 조성 시급하다,최근 정부는 브라질 벨렝에서 열린 제30차 유엔기후변화협약 당사국총회(COP30)에서 앞으로 10년 후인 2035년까지 온실가스를 2018년 대비 53~61% 감축하기로 하는 것을 주된 내용으로 하는 '2035 국가온실가스감축 목표(NDC)'를... 
2025-12-14 15:58:00,"박동식 사천시장, 9년 걸친 대장정의 삼천포천 생태하천 복원사업 완수","사천시는 삼천포천 생태복원사업이 도시 환경 개선을 넘어 기후변화 시대에 대응하는 지속 가능한 생태 기반을 구축하는 계기가 될 것으로 기대하고 있다. 하천 복원을 통해 도시 경관 개선과 생태관광 자원 확충, 물순환... "
2025-12-14 15:56:00,"군위군, 스마트 과수원 특화단지 공모 선정⋯26억 원 확보",대구 군위군이 기후변화와 농촌 고령화에 대응한 미래 과수농업 전환에 나선다. 군위군은 농림축산식품부 주관 ‘2026년 스마트 과수원 특화단지 조성 공모사업’에 최종 선정됐다고 지난 12일 밝혔다. 이번 공모에는... 
2025-12-14 15:52:00,"미래에셋증권, CDP 기후변화 대응 평가서 2년 연속 최고등급",미래에셋증권은 세계적으로 공신력 있는 CDP(탄소정보공개프로젝트) 기후변화 대응 평가에서 2년 연속 최고 등급인 리더십(Leadership) A를 획득했다고 밝혔다. CDP는 글로벌 금융기관과 투자자가 기업의 기후변화 대응... 
2025-12-14 15:50:00,"서천군조류생태전시관, 겨울철새 사진전 개최","서천철새여행 탐조투어에서 다뤘던 철새 이동 주제를 확장해 기후변화와 이상기후 환경 속에서 철새가 서천에 머무는 과정과 생활사를 집중적으로 다룬다. 금강하구와 서천갯벌, 농경지와 습지 등 주요 월동지를 배경으로... "
2025-12-14 15:50:00,"김영록 전남지사, 완도 미역 피해 양직장 찾아 현장 점검","기후변화에 따른 해양환경 변동성에 대응해 현장 예찰과 사전 모니터링을 강화하고, 재발 방지 대책 마련에도 나선다. 김영록 전남지사는 &quot;미역 양식 초기 단계에서 발생한 이번 피해로 어업 현장의 어려움이 얼마나... "
2025-12-14 15:48:00,"진주시복지재단, '2025 기부자 감사의 밤' 성료","현대 사회가 직면한 기후변화, 자원고갈, 양극화 등은 지속 가능한 발전의 중요성을 부각시키고 있다&quot;며 &quot;진주를 중심으로 성장한 LG·GS·삼성·효성그룹 창업주의 기업 가치인 인간 존중과 공동체 가치에 기반한 진주 K... "
2025-12-14 15:44:00,"정선군, 대한민국 고랭지 사과 주산지 ‘우뚝’",최근 기후변화로 국내 사과 재배 적지가 북상하고 있는 가운데 정선군은 ‘정선 사과에 스마트를 심는다’라는 슬로건으로 사과 재배면적 확대와 스마트농업 기술 도입을 골자로 한 사업계획을 발표해 높은 점수를... 
2025-12-14 15:42:00,"인천시교육청, ‘바다학교’ 유네스코 2025 ESD 공식 프로젝트 인증",도성훈 교육감은 “이번 선정이 섬·해양 환경을 소중한 자연으로 인식하고 기후변화 대응 역량을 강화하는 데 중요한 계기가 될 것”이라며 “유네스코 인증 프로그램을 더욱 활성화해 지속 가능한 미래교육 기반을... 
2025-12-14 15:38:00,"교배기·방역·분뇨까지…보은, 축산 41개 사업에 29억 쏟는다","지능형 교배시기 탐지기 지원, 가축 기후변화 대응시설 설치, 축사 환경개선과 가축분뇨 처리 지원이 포함된다. 친환경축산 인증, 가축 질병 예방을 위한 방역 인프라 확충, 양봉농가 기자재 지원도 함께 추진된다. 군은... "
2025-12-14 15:34:00,보은 내년 살림 5천193억…의회 손질 거쳐 '선별 재정' 확정,"기후변화 취약계층·지역지원사업에는 6억 원, 전통시장 주차환경 개선에 5천600만 원을 배정했다. 충북형 지역성장 펀드 6억 원, 화재 피해 주민 지원금 2천만 원, 입영지원금 1천500만 원, 초등학생 치과주치의 의료비... "
2025-12-14 15:33:00,"인천시교육청, ‘바다학교’ 유네스코 2025 ESD 공식 프로젝트 인증",도성훈 교육감은 “이번 선정이 섬·해양 환경을 소중한 자원으로 인식하고 기후변화 대응 역량을 강화하는 데 중요한 계기가 될 것”이라며 “유네스코 인증 프로그램을 더욱 활성화해 지속 가능한 미래교육 기반을... 
2025-12-14 15:32:00,"인천시 강화군, ‘미래형 고부가가치 농업’으로 제2의 전성기 연다","강화군은 농촌진흥청과 공동으로 2020년부터 ‘수요자 참여형 품종개발 연구’를 추진해 왔으며, 기후변화에 강하면서도 밥맛이 우수한 ‘나들미’와 ‘강들미’ 품종을 개발해 현장에 보급하고 있다. 특히... "
2025-12-14 15:32:00,"인천시, 제2차 말라리아 퇴치사업단 정기회의 개최",이어서‘기후변화와 감염병 유행’을 주제로 한 전문가 강의가 진행되어 감염병 유행의 환경·사회적 요인에 대한 이해를 높이고 말라리아 퇴치 전략의 폭넓은 시야를 확보할 수 있었다. 조명희 시 감염병관리과장은... 
